124431,"Adriana ""Diane"" van der Plaats",Female,17,Under 18,182,66,NED,1988,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
112055,"Kathryn Jane ""Kathy"" Smallwood-Cook",Female,20,18-25,180,64,GBR,1980,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
112055,"Kathryn Jane ""Kathy"" Smallwood-Cook",Female,24,18-25,180,64,GBR,1984,Athletics,Athletics Women's 400 metres,Bronze
112055,"Kathryn Jane ""Kathy"" Smallwood-Cook",Female,24,18-25,180,64,GBR,1984,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
112059,"Donald Roddington ""Don"" Smart",Male,22,18-25,173,72,AUS,1964,Hockey,Hockey Men's Hockey,Bronze
112059,"Donald Roddington ""Don"" Smart",Male,26,25-30,173,72,AUS,1968,Hockey,Hockey Men's Hockey,Silver
112060,Erinn L. Smart,Female,28,25-30,170,66,USA,2008,Fencing,"Fencing Women's Foil, Team",Silver
112061,Hilary Hurlburt Smart,Male,22,18-25,,,USA,1948,Sailing,Sailing Mixed Two Person Keelboat,Gold
116455,Sun Dan,Female,21,18-25,177,57,CHN,2008,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
116459,Sun Fuming,Female,22,18-25,178,124,CHN,1996,Judo,Judo Women's Heavyweight,Gold
116459,Sun Fuming,Female,30,25-30,178,124,CHN,2004,Judo,Judo Women's Heavyweight,Bronze
116466,Sun Jin,Female,20,18-25,166,60,CHN,2000,Table Tennis,Table Tennis Women's Doubles,Silver
124433,Jos Mara van der Ploeg Garca,Male,34,Over 30,177,89,ESP,1992,Sailing,Sailing Men's One Person Dinghy,Gold
124435,Georges Van Der Poele,Male,,,,,BEL,1900,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
124435,Georges Van Der Poele,Male,,,,,BEL,1900,Equestrianism,Equestrianism Mixed High Jump,Bronze
124442,Jan van der Sluis,Male,23,18-25,,,NED,1912,Football,Football Men's Football,Bronze
104081,Gianluigi Saccaro,Male,21,18-25,182,76,ITA,1960,Fencing,"Fencing Men's epee, Team",Gold
104081,Gianluigi Saccaro,Male,25,18-25,182,76,ITA,1964,Fencing,"Fencing Men's epee, Team",Silver
104081,Gianluigi Saccaro,Male,29,25-30,182,76,ITA,1968,Fencing,"Fencing Men's epee, Individual",Bronze
104083,Romeo Sacchetti,Male,26,25-30,196,110,ITA,1980,Basketball,Basketball Men's Basketball,Silver
109157,"Franklin Bradford ""Frank"" Shakespeare",Male,22,18-25,,,USA,1952,Rowing,Rowing Men's Coxed Eights,Gold
90156,Olena Anatolivna Ovcharova-Krasovska,Female,27,25-30,176,62,UKR,2004,Athletics,Athletics Women's 100 metres Hurdles,Silver
90160,Yelena Valeryevna Ovchinnikova,Female,26,25-30,173,61,RUS,2008,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
90162,Jelena Ovchinnikova-ebukina,Female,22,18-25,188,77,URS,1988,Volleyball,Volleyball Women's Volleyball,Gold
90162,Jelena Ovchinnikova-ebukina,Female,26,25-30,188,77,EUN,1992,Volleyball,Volleyball Women's Volleyball,Silver
90165,Nadezhda Ovechkina,Female,21,18-25,156,59,URS,1980,Hockey,Hockey Women's Hockey,Bronze
90166,Tatyana Nikolayevna Ovechkina (Kabayeva-),Female,26,25-30,174,69,URS,1976,Basketball,Basketball Women's Basketball,Gold
104085,Enzo Sacchi,Male,26,25-30,,,ITA,1952,Cycling,Cycling Men's Sprint,Gold
104086,Luca Andrea Sacchi,Male,24,18-25,185,78,ITA,1992,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
104098,Jochen Sachse,Male,23,18-25,193,112,GDR,1972,Athletics,Athletics Men's Hammer Throw,Silver
119198,Milo Teodosi,Male,29,25-30,195,90,SRB,2016,Basketball,Basketball Men's Basketball,Silver
90166,Tatyana Nikolayevna Ovechkina (Kabayeva-),Female,30,25-30,174,69,URS,1980,Basketball,Basketball Women's Basketball,Gold
90170,Carla Overbeck (Werden-),Female,28,25-30,170,56,USA,1996,Football,Football Women's Football,Gold
90176,Bettina Overesch-Bker-Hoy,Female,21,18-25,166,54,FRG,1984,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
90178,Knud Brge Overgaard,Male,30,25-30,,,DEN,1948,Football,Football Men's Football,Bronze
90179,Emily Overholt,Female,18,18-25,170,55,CAN,2016,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
106762,Markus Scherer,Male,22,18-25,156,52,FRG,1984,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
106767,"Fernando ""Xuxa"" de Queiroz Scherer",Male,21,18-25,193,85,BRA,1996,Swimming,Swimming Men's 50 metres Freestyle,Bronze
106767,"Fernando ""Xuxa"" de Queiroz Scherer",Male,25,18-25,193,85,BRA,2000,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
109161,Borys Anfiyanovych Shakhlin,Male,24,18-25,171,71,URS,1956,Gymnastics,Gymnastics Men's Team All-Around,Gold
109161,Borys Anfiyanovych Shakhlin,Male,24,18-25,171,71,URS,1956,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
109161,Borys Anfiyanovych Shakhlin,Male,28,25-30,171,71,URS,1960,Gymnastics,Gymnastics Men's Individual All-Around,Gold
109161,Borys Anfiyanovych Shakhlin,Male,28,25-30,171,71,URS,1960,Gymnastics,Gymnastics Men's Team All-Around,Silver
109161,Borys Anfiyanovych Shakhlin,Male,28,25-30,171,71,URS,1960,Gymnastics,Gymnastics Men's Horse Vault,Gold
109161,Borys Anfiyanovych Shakhlin,Male,28,25-30,171,71,URS,1960,Gymnastics,Gymnastics Men's Parallel Bars,Gold
109161,Borys Anfiyanovych Shakhlin,Male,28,25-30,171,71,URS,1960,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
109161,Borys Anfiyanovych Shakhlin,Male,28,25-30,171,71,URS,1960,Gymnastics,Gymnastics Men's Rings,Silver
109161,Borys Anfiyanovych Shakhlin,Male,28,25-30,171,71,URS,1960,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
109161,Borys Anfiyanovych Shakhlin,Male,32,Over 30,171,71,URS,1964,Gymnastics,Gymnastics Men's Individual All-Around,Silver
109161,Borys Anfiyanovych Shakhlin,Male,32,Over 30,171,71,URS,1964,Gymnastics,Gymnastics Men's Team All-Around,Silver
98532,va Rakusz,Female,27,25-30,176,69,HUN,1988,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
98540,Glencora Ralph,Female,23,18-25,178,68,AUS,2012,Water Polo,Water Polo Women's Water Polo,Bronze
106771,Hendrik Dorotheus Scherpenhuijzen,Male,42,Over 30,,,NED,1924,Fencing,"Fencing Men's Sabre, Team",Bronze
106773,"William Harold ""Bill"" Scherr",Male,27,25-30,183,100,USA,1988,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
95712,Tomi Jaakko Poikolainen,Male,18,18-25,178,77,FIN,1980,Archery,Archery Men's Individual,Gold
95712,Tomi Jaakko Poikolainen,Male,30,25-30,178,77,FIN,1992,Archery,Archery Men's Team,Silver
109161,Borys Anfiyanovych Shakhlin,Male,32,Over 30,171,71,URS,1964,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
109161,Borys Anfiyanovych Shakhlin,Male,32,Over 30,171,71,URS,1964,Gymnastics,Gymnastics Men's Rings,Bronze
109163,Mykhailo Opanasovych Shakhov,Male,25,18-25,159,57,URS,1956,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
109169,Dariga Shakimova,Female,27,25-30,172,75,KAZ,2016,Boxing,Boxing Women's Middleweight,Bronze
121781,Viktor Nikolayevich Tregubov,Male,27,25-30,,97,EUN,1992,Weightlifting,Weightlifting Men's Heavyweight I,Gold
121783,Elizabeth Jane Tregunno (-Stamp),Female,22,18-25,185,68,CAN,1984,Rowing,Rowing Women's Coxed Fours,Silver
121784,Nicholas Jacobs Tregurtha,Male,24,18-25,175,,GBR,1908,Rugby,Rugby Men's Rugby,Silver
121786,Birgit Treiber (-Beinroth),Female,16,Under 18,172,66,GDR,1976,Swimming,Swimming Women's 100 metres Backstroke,Silver
121786,Birgit Treiber (-Beinroth),Female,16,Under 18,172,66,GDR,1976,Swimming,Swimming Women's 200 metres Backstroke,Silver
121786,Birgit Treiber (-Beinroth),Female,16,Under 18,172,66,GDR,1976,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
121786,Birgit Treiber (-Beinroth),Female,20,18-25,172,66,GDR,1980,Swimming,Swimming Women's 200 metres Backstroke,Bronze
106794,Michel Scheuer,Male,25,18-25,,,GER,1952,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Bronze
106794,Michel Scheuer,Male,29,25-30,,,GER,1956,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Bronze
106794,Michel Scheuer,Male,29,25-30,,,GER,1956,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
106801,Werner Scheurmann,Male,26,25-30,,,SUI,1936,Handball,Handball Men's Handball,Bronze
93218,Thiago Machado Vilela Pereira,Male,26,25-30,187,83,BRA,2012,Swimming,Swimming Men's 400 metres Individual Medley,Silver
93224,Valerio Perentin,Male,18,18-25,,,ITA,1928,Rowing,Rowing Men's Coxed Fours,Gold
116478,Sun Man,Female,27,25-30,176,64,CHN,1996,Badminton,Badminton Mixed Doubles,Bronze
116486,Sun Qingmei,Female,30,25-30,162,56,CHN,1996,Football,Football Women's Football,Silver
116487,Sun Qiuting,Female,22,18-25,171,55,CHN,2008,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
109185,Yelena Vladimirovna Shalamova,Female,18,18-25,176,51,RUS,2000,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
109190,Yelena Yevgenyevna Shalygina,Female,21,18-25,165,63,KAZ,2008,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
93237,Valeriy Valeriyovych Pereshkura,Male,22,18-25,167,62,UKR,2000,Gymnastics,Gymnastics Men's Team All-Around,Silver
127048,Renate Vogel (-Heinrich),Female,17,Under 18,164,54,GDR,1972,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",Male,21,18-25,181,90,NED,1996,Hockey,Hockey Men's Hockey,Gold
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",Male,25,18-25,181,90,NED,2000,Hockey,Hockey Men's Hockey,Gold
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",Male,29,25-30,181,90,NED,2004,Hockey,Hockey Men's Hockey,Silver
121810,"Leonard Francis ""Jimmy"" Tremeer",Male,33,Over 30,,,GBR,1908,Athletics,Athletics Men's 400 metres Hurdles,Bronze
101325,Susan Elizabeth Roberts,Female,17,Under 18,,,RSA,1956,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
101326,Tiffany Marie Roberts (-Sahaydak),Female,19,18-25,163,51,USA,1996,Football,Football Women's Football,Gold
101328,"Patricia Ann ""Trish"" Roberts",Female,21,18-25,187,63,USA,1976,Basketball,Basketball Women's Basketball,Silver
106804,Francis Schewetta,Male,28,25-30,180,72,FRA,1948,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
106808,Fin Schiander,Male,30,25-30,,,NOR,1920,Sailing,Sailing Mixed 8 metres,Silver
106814,Angelo Schiavio,Male,22,18-25,178,69,ITA,1928,Football,Football Men's Football,Bronze
112064,Keeth Thomas Smart,Male,30,25-30,183,75,USA,2008,Fencing,"Fencing Men's Sabre, Team",Silver
112065,Paul Hurlburt Smart,Male,56,Over 30,,,USA,1948,Sailing,Sailing Mixed Two Person Keelboat,Gold
112072,Sigurd Smebye,Male,26,25-30,,,NOR,1912,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
101337,Alvin Cyrrale Robertson,Male,22,18-25,193,88,USA,1984,Basketball,Basketball Men's Basketball,Gold
101338,Arthur James Robertson,Male,29,25-30,,,GBR,1908,Athletics,"Athletics Men's 3,200 metres Steeplechase",Silver
101338,Arthur James Robertson,Male,29,25-30,,,GBR,1908,Athletics,"Athletics Men's 3 mile, Team",Gold
101340,Bruce D. Robertson,Male,30,25-30,198,95,CAN,1992,Rowing,Rowing Men's Coxed Eights,Gold
112077,Jnis mdi,Male,24,18-25,190,89,LAT,2012,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
112081,Viktor Reinhold Smeds,Male,22,18-25,,,FIN,1908,Gymnastics,Gymnastics Men's Team All-Around,Bronze
112082,Harald Gunvald Smedvik (Hansen-),Male,20,18-25,,,NOR,1908,Gymnastics,Gymnastics Men's Team All-Around,Silver
112093,Adam Smelczyski,Male,26,25-30,180,78,POL,1956,Shooting,Shooting Men's Trap,Silver
114699,Giovanni Steff,Male,20,18-25,,,ITA,1948,Rowing,Rowing Men's Coxed Pairs,Silver
114701,Britta Steffen,Female,16,Under 18,180,60,GER,2000,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
114701,Britta Steffen,Female,24,18-25,180,60,GER,2008,Swimming,Swimming Women's 50 metres Freestyle,Gold
114701,Britta Steffen,Female,24,18-25,180,60,GER,2008,Swimming,Swimming Women's 100 metres Freestyle,Gold
127089,Richard Vogt,Male,23,18-25,,,GER,1936,Boxing,Boxing Men's Light-Heavyweight,Silver
101341,Bruce Richard Robertson,Male,19,18-25,178,70,CAN,1972,Swimming,Swimming Men's 100 metres Butterfly,Silver
101341,Bruce Richard Robertson,Male,19,18-25,178,70,CAN,1972,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
101341,Bruce Richard Robertson,Male,23,18-25,178,70,CAN,1976,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
101342,Conrad Christian Robertson,Male,26,25-30,189,91,NZL,1984,Rowing,Rowing Men's Coxless Fours,Gold
101344,David Donaldson Robertson,Male,31,Over 30,,,GBR,1900,Golf,Golf Men's Individual,Bronze
101349,Gary David Robertson,Male,22,18-25,185,92,NZL,1972,Rowing,Rowing Men's Coxed Eights,Gold
101352,George Stuart Robertson,Male,23,18-25,,,GBR,1896,Tennis,Tennis Men's Doubles,Bronze
114703,Otto I. Steffen,Male,29,25-30,165,,USA,1904,Gymnastics,Gymnastics Men's Team All-Around,Silver
114705,Rolf Steffenburg,Male,34,Over 30,,,SWE,1920,Sailing,Sailing Mixed 30 metres,Gold
114707,Jessica Marie Steffens,Female,21,18-25,183,75,USA,2008,Water Polo,Water Polo Women's Water Polo,Silver
114707,Jessica Marie Steffens,Female,25,18-25,183,75,USA,2012,Water Polo,Water Polo Women's Water Polo,Gold
114708,"Margaret Ann ""Maggie"" Steffens",Female,19,18-25,173,74,USA,2012,Water Polo,Water Polo Women's Water Polo,Gold
114708,"Margaret Ann ""Maggie"" Steffens",Female,23,18-25,173,74,USA,2016,Water Polo,Water Polo Women's Water Polo,Gold
114709,Walter Johan Heinrich Steffens,Male,27,25-30,,,GER,1936,Gymnastics,Gymnastics Men's Team All-Around,Gold
124456,Macha Alexandra van der Vaart,Female,28,25-30,164,52,NED,2000,Hockey,Hockey Women's Hockey,Bronze
124456,Macha Alexandra van der Vaart,Female,32,Over 30,164,52,NED,2004,Hockey,Hockey Women's Hockey,Silver
124460,Robert van der Veen,Male,21,18-25,,,NED,1928,Hockey,Hockey Men's Hockey,Silver
124461,"Anna Maria ""Annie"" van der Vegt (-Smeeman)",Female,24,18-25,,,NED,1928,Gymnastics,Gymnastics Women's Team All-Around,Gold
124464,Arie van der Velden,Male,18,18-25,,,NED,1900,Sailing,Sailing Mixed 3-10 Ton,Silver
104111,Alicia Marie Sacramone (-Quinn),Female,20,18-25,155,53,USA,2008,Gymnastics,Gymnastics Women's Team All-Around,Silver
104113,mile Sacr,Male,,,,,FRA,1900,Sailing,Sailing Mixed 0-0.5 Ton,Gold
104115,Vctor Sada Remisa,Male,28,25-30,192,93,ESP,2012,Basketball,Basketball Men's Basketball,Silver
104118,Wodzimierz Sadalski,Male,26,25-30,192,93,POL,1976,Volleyball,Volleyball Men's Volleyball,Gold
90185,"Maria Petronella ""Puck"" Oversloot (-Schouten)",Female,18,18-25,170,,NED,1932,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
93241,Carlo Peretti,Male,22,18-25,,,ITA,1952,Water Polo,Water Polo Men's Water Polo,Bronze
93248,Viktor Mikhaylovich Pereverzev,Male,22,18-25,190,85,URS,1980,Rowing,Rowing Men's Coxed Pairs,Silver
93250,"Robert Strahan ""Bob"" Perew",Male,24,18-25,,,USA,1948,Rowing,Rowing Men's Coxless Fours,Bronze
119219,Carin Anuschka ter Beek,Female,29,25-30,186,68,NED,2000,Rowing,Rowing Women's Coxed Eights,Silver
119228,Alfred Ter-Mkrtchyan,Male,21,18-25,164,54,EUN,1992,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
119229,Igor Aramovich Ter-Ovanesyan,Male,22,18-25,186,78,URS,1960,Athletics,Athletics Men's Long Jump,Bronze
119229,Igor Aramovich Ter-Ovanesyan,Male,26,25-30,186,78,URS,1964,Athletics,Athletics Men's Long Jump,Bronze
90192,"Stephen Michael John ""Steve"" Ovett",Male,24,18-25,183,70,GBR,1980,Athletics,Athletics Men's 800 metres,Gold
90192,"Stephen Michael John ""Steve"" Ovett",Male,24,18-25,183,70,GBR,1980,Athletics,"Athletics Men's 1,500 metres",Bronze
114710,John William Steffensen,Male,21,18-25,180,71,AUS,2004,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
114712,Wilhelm Marius Bakke Steffensen,Male,30,25-30,,,NOR,1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
114714,Kent C. Steffes,Male,28,25-30,,,USA,1996,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
114716,Christel Steffin (-Schulz),Female,20,18-25,166,70,GER,1960,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
90202,Dimitrij Ovtcharov,Male,19,18-25,186,78,GER,2008,Table Tennis,Table Tennis Men's Team,Silver
90202,Dimitrij Ovtcharov,Male,23,18-25,186,78,GER,2012,Table Tennis,Table Tennis Men's Singles,Bronze
90202,Dimitrij Ovtcharov,Male,23,18-25,186,78,GER,2012,Table Tennis,Table Tennis Men's Team,Bronze
90202,Dimitrij Ovtcharov,Male,27,25-30,186,78,GER,2016,Table Tennis,Table Tennis Men's Team,Bronze
119230,Noboru Terada,Male,18,18-25,,,JPN,1936,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
119232,Aya Terakawa,Female,27,25-30,173,60,JPN,2012,Swimming,Swimming Women's 100 metres Backstroke,Bronze
119232,Aya Terakawa,Female,27,25-30,173,60,JPN,2012,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
95715,mile Marieange Poilv,Male,32,Over 30,,,FRA,1936,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
114722,Kerstin Stegemann,Female,22,18-25,170,68,GER,2000,Football,Football Women's Football,Bronze
114722,Kerstin Stegemann,Female,26,25-30,170,68,GER,2004,Football,Football Women's Football,Bronze
114722,Kerstin Stegemann,Female,30,25-30,170,68,GER,2008,Football,Football Women's Football,Bronze
114724,Bastian Steger,Male,31,Over 30,170,65,GER,2012,Table Tennis,Table Tennis Men's Team,Bronze
114724,Bastian Steger,Male,35,Over 30,170,65,GER,2016,Table Tennis,Table Tennis Men's Team,Bronze
98552,Rajeev Ram,Male,32,Over 30,193,84,USA,2016,Tennis,Tennis Mixed Doubles,Silver
90212,"Edward ""Eddie"" Owen",Male,21,18-25,170,61,GBR,1908,Athletics,Athletics Men's 5 mile,Silver
90212,"Edward ""Eddie"" Owen",Male,25,18-25,170,61,GBR,1912,Athletics,"Athletics Men's 3,000 metres, Team",Bronze
90226,"James Cleveland ""Jesse"" Owens",Male,22,18-25,178,71,USA,1936,Athletics,Athletics Men's 100 metres,Gold
90226,"James Cleveland ""Jesse"" Owens",Male,22,18-25,178,71,USA,1936,Athletics,Athletics Men's 200 metres,Gold
90226,"James Cleveland ""Jesse"" Owens",Male,22,18-25,178,71,USA,1936,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
90226,"James Cleveland ""Jesse"" Owens",Male,22,18-25,178,71,USA,1936,Athletics,Athletics Men's Long Jump,Gold
109194,Viktor Nikolayevich Shamburkin,Male,28,25-30,172,78,URS,1960,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
109196,Volomymyr Volodymyrovych Shamenko,Male,23,18-25,,,UKR,1996,Gymnastics,Gymnastics Men's Team All-Around,Bronze
116491,Sun Shuwei,Male,16,Under 18,155,45,CHN,1992,Diving,Diving Men's Platform,Gold
116495,Sun Tiantian,Female,22,18-25,175,64,CHN,2004,Tennis,Tennis Women's Doubles,Gold
116498,Sun Wen,Female,23,18-25,162,60,CHN,1996,Football,Football Women's Football,Silver
116499,Sun Wenyan,Female,22,18-25,170,58,CHN,2012,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
116499,Sun Wenyan,Female,26,25-30,170,58,CHN,2016,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
116499,Sun Wenyan,Female,26,25-30,170,58,CHN,2016,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
116503,Sun Xiulan,Female,23,18-25,168,63,CHN,1984,Handball,Handball Women's Handball,Bronze
116504,Sun Yanan,Female,23,18-25,161,51,CHN,2016,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze
116505,Sun Yang,Male,20,18-25,198,89,CHN,2012,Swimming,Swimming Men's 200 metres Freestyle,Silver
121825,Jzef Piotr Trenkwald,Male,30,25-30,168,60,POL,1928,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
121830,Pierre Trentin,Male,20,18-25,171,75,FRA,1964,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
121830,Pierre Trentin,Male,24,18-25,171,75,FRA,1968,Cycling,Cycling Men's Sprint,Bronze
121830,Pierre Trentin,Male,24,18-25,171,75,FRA,1968,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold
121830,Pierre Trentin,Male,24,18-25,171,75,FRA,1968,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
121832,Daniel Trenton,Male,23,18-25,180,86,AUS,2000,Taekwondo,Taekwondo Men's Heavyweight,Silver
106828,Bettina Schieferdecker,Female,20,18-25,164,53,GDR,1988,Gymnastics,Gymnastics Women's Team All-Around,Bronze
95728,Catherine Yvonne Madeleine Poirot (-Srandour),Female,21,18-25,175,63,FRA,1984,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
95741,Yekaterina Ivanovna Poistogova (Zavyalova-),Female,21,18-25,175,65,RUS,2012,Athletics,Athletics Women's 800 metres,Bronze
95745,Gabriel Augustin Poix,Male,31,Over 30,,,FRA,1920,Rowing,Rowing Men's Coxed Pairs,Silver
116505,Sun Yang,Male,20,18-25,198,89,CHN,2012,Swimming,Swimming Men's 400 metres Freestyle,Gold
116505,Sun Yang,Male,20,18-25,198,89,CHN,2012,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
116505,Sun Yang,Male,20,18-25,198,89,CHN,2012,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
116505,Sun Yang,Male,24,18-25,198,89,CHN,2016,Swimming,Swimming Men's 200 metres Freestyle,Gold
116505,Sun Yang,Male,24,18-25,198,89,CHN,2016,Swimming,Swimming Men's 400 metres Freestyle,Silver
